»’∆⁄,AQI,÷ ¡øµ»º∂,PM2.5,PM10,∂˛—ıªØ¡Ú,“ª—ıªØÃº,∂˛—ıªØµ™,≥Ù—ı≈®∂»
2018/6/4,104,«·∂»Œ€»æ,30,91,3,0.5,40,164
2018/6/5,164,÷–∂»Œ€»æ,40,120,7,0.5,43,229
2018/6/6,172,÷–∂»Œ€»æ,50,146,9,0.7,45,237
2018/6/7,95,¡º,21,56,3,0.5,24,153
2018/6/8,90,¡º,15,46,2,0.5,33,148
2018/6/9,55,¡º,22,40,2,0.5,28,106
2018/6/10,106,«·∂»Œ€»æ,34,34,2,0.7,23,166
2018/6/11,100,¡º,64,65,2,0.9,31,159
2018/6/12,135,«·∂»Œ€»æ,85,83,3,1,42,198
2018/6/13,64,¡º,46,46,3,1,33,101
2018/6/14,125,«·∂»Œ€»æ,26,41,3,0.7,36,187
2018/6/15,136,«·∂»Œ€»æ,79,69,5,1.2,29,199
2018/6/16,141,«·∂»Œ€»æ,81,83,3,1,28,205
2018/6/17,98,¡º,45,48,2,0.9,28,157
2018/6/18,148,«·∂»Œ€»æ,81,79,3,1,34,212
2018/6/19,118,«·∂»Œ€»æ,53,72,4,1,28,179
2018/6/20,97,¡º,39,50,3,0.7,33,156
2018/6/21,157,÷–∂»Œ€»æ,27,63,6,0.9,36,222
2018/6/22,100,¡º,61,91,7,1.2,50,160
2018/6/23,203,÷ÿ∂»Œ€»æ,57,86,4,0.9,32,277
2018/6/24,185,÷–∂»Œ€»æ,54,94,4,0.7,31,250
2018/6/25,126,«·∂»Œ€»æ,82,116,5,1.2,41,188
2018/6/26,163,÷–∂»Œ€»æ,124,107,4,1.7,35,219
2018/6/27,48,”≈,27,49,3,0.5,35,95
2018/6/28,66,¡º,9,25,3,0.3,25,119
2018/6/29,103,«·∂»Œ€»æ,18,56,2,0.5,44,163
2018/6/30,186,÷–∂»Œ€»æ,33,75,5,1,34,251
2018/7/1,120,«·∂»Œ€»æ,49,54,4,1,26,181
2018/7/2,110,«·∂»Œ€»æ,44,54,3,0.9,24,170
2018/7/3,122,«·∂»Œ€»æ,55,52,3,0.9,24,184
2018/7/4,172,÷–∂»Œ€»æ,59,78,3,0.9,31,237
2018/7/5,173,÷–∂»Œ€»æ,70,104,3,1.2,36,238
2018/7/6,169,÷–∂»Œ€»æ,36,56,3,1,25,234
2018/7/7,70,¡º,51,49,3,0.9,27,50
2018/7/8,111,«·∂»Œ€»æ,54,41,3,0.9,23,172
2018/7/9,102,«·∂»Œ€»æ,76,68,3,1,29,82
2018/7/10,50,”≈,33,34,3,0.7,22,100
2018/7/11,47,”≈,30,27,3,0.6,35,64
2018/7/12,48,”≈,33,26,3,0.9,31,78
2018/7/13,60,¡º,43,46,3,0.9,38,107
2018/7/14,110,«·∂»Œ€»æ,51,44,3,0.7,23,171
2018/7/15,117,«·∂»Œ€»æ,59,58,3,1,29,178
2018/7/16,38,”≈,26,34,3,0.7,26,68
2018/7/17,34,”≈,19,14,3,0.7,27,63
2018/7/18,109,«·∂»Œ€»æ,83,66,3,1.4,27,116
2018/7/19,92,¡º,69,57,3,1,32,122
2018/7/20,108,«·∂»Œ€»æ,81,74,3,1,22,168
2018/7/21,130,«·∂»Œ€»æ,69,77,4,0.9,21,193
2018/7/22,62,¡º,44,46,3,0.9,27,105
2018/7/23,100,¡º,52,59,3,1,24,159
2018/7/24,31,”≈,16,20,3,0.6,19,62
2018/7/25,55,¡º,10,17,3,0.5,17,105
2018/7/26,95,¡º,12,31,3,0.5,25,154
2018/7/27,93,¡º,48,56,3,1.2,23,151
2018/7/28,129,«·∂»Œ€»æ,55,61,3,1.2,21,191
2018/7/29,145,«·∂»Œ€»æ,73,88,3,1.2,26,209
2018/7/30,141,«·∂»Œ€»æ,72,84,3,1.2,28,205
2018/7/31,163,÷–∂»Œ€»æ,63,83,3,1.2,30,228
2018/8/1,167,÷–∂»Œ€»æ,59,88,3,1.2,28,232
2018/8/2,151,÷–∂»Œ€»æ,84,101,3,1.5,25,216
2018/8/3,133,«·∂»Œ€»æ,53,79,2,1,27,196
2018/8/4,172,÷–∂»Œ€»æ,63,97,3,1.2,29,237
2018/8/5,83,¡º,34,54,3,0.9,21,139
2018/8/6,53,¡º,36,49,5,1.4,30,66
2018/8/7,88,¡º,61,61,3,1.2,26,145
2018/8/8,42,”≈,23,24,3,1,21,83
2018/8/9,111,«·∂»Œ€»æ,29,34,2,1,28,172
2018/8/10,151,÷–∂»Œ€»æ,35,47,2,0.9,29,216
2018/8/11,87,¡º,46,48,3,1.2,24,144
2018/8/12,75,¡º,55,44,2,1.2,23,104
2018/8/13,85,¡º,45,41,2,1,22,142
2018/8/14,39,”≈,26,32,2,0.9,21,71
2018/8/15,49,”≈,14,28,2,0.5,26,97
2018/8/16,93,¡º,13,30,2,0.5,24,151
2018/8/17,152,÷–∂»Œ€»æ,32,64,3,0.6,39,217
2018/8/18,49,”≈,14,22,3,0.5,24,98
2018/8/19,41,”≈,20,35,3,0.7,30,82
2018/8/20,87,¡º,24,36,2,0.7,24,144
2018/8/21,60,¡º,12,31,2,0.5,27,111
2018/8/22,59,¡º,19,52,2,0.6,47,66
2018/8/23,77,¡º,17,40,2,0.6,34,132
2018/8/24,63,¡º,12,34,2,0.5,31,115
2018/8/25,136,«·∂»Œ€»æ,30,67,3,0.7,32,199
2018/8/26,140,«·∂»Œ€»æ,59,92,3,1,31,204
2018/8/27,139,«·∂»Œ€»æ,63,89,5,1,32,202
2018/8/28,103,«·∂»Œ€»æ,59,74,4,1,35,163
2018/8/29,61,¡º,9,23,2,0.5,24,113
2018/8/30,43,”≈,16,37,3,0.6,33,85
2018/8/31,97,¡º,14,31,3,0.6,29,156
2018/9/1,87,¡º,44,50,3,1,30,144
2018/9/2,61,¡º,41,34,2,0.7,19,113
2018/9/3,39,”≈,29,28,2,0.5,19,78
2018/9/4,43,”≈,7,19,2,0.5,24,86
2018/9/5,62,¡º,11,33,3,0.5,31,114
2018/9/6,35,”≈,8,35,2,0.3,19,67
2018/9/7,34,”≈,5,18,2,0.3,17,68
2018/9/8,42,”≈,8,23,2,0.5,27,84
2018/9/9,75,¡º,24,56,4,0.5,41,129
2018/9/10,75,¡º,43,74,6,1,52,129
2018/9/11,80,¡º,43,68,5,0.9,41,136
2018/9/12,104,«·∂»Œ€»æ,47,58,4,0.9,37,164
2018/9/13,110,«·∂»Œ€»æ,80,97,4,1,49,170
2018/9/14,130,«·∂»Œ€»æ,100,109,5,1.2,50,156
2018/9/15,32,”≈,14,23,2,0.5,20,63
2018/9/16,42,”≈,8,26,3,0.3,30,83
2018/9/17,52,¡º,12,40,3,0.5,41,71
2018/9/18,60,¡º,20,55,3,0.5,50,58
2018/9/19,77,¡º,28,63,3,0.9,59,42
2018/9/20,65,¡º,45,70,3,0.7,50,118
2018/9/21,44,”≈,15,45,2,0.3,29,61
2018/9/22,26,”≈,6,25,2,0.3,18,51
2018/9/23,30,”≈,5,25,2,0.3,22,59
2018/9/24,37,”≈,8,25,3,0.3,28,73
2018/9/25,48,”≈,22,48,4,0.6,36,90
2018/9/26,53,¡º,34,57,3,0.6,40,91
2018/9/27,88,¡º,66,80,5,1,59,67
2018/9/28,73,¡º,55,42,3,0.9,35,83
2018/9/29,32,”≈,6,13,3,0.3,24,63
2018/9/30,30,”≈,5,18,3,0.3,21,59
2018/10/1,40,”≈,8,21,3,0.3,19,79
2018/10/2,44,”≈,11,30,3,0.5,35,81
2018/10/3,52,¡º,13,35,4,0.5,41,82
2018/10/4,74,¡º,43,71,8,1,54,128
2018/10/5,107,«·∂»Œ€»æ,80,99,8,1.4,54,125
2018/10/6,33,”≈,8,21,3,0.3,18,66
2018/10/7,50,”≈,11,37,3,0.5,40,68
2018/10/8,42,”≈,9,35,2,0.5,33,73
2018/10/9,25,”≈,4,14,3,0.3,15,50
2018/10/10,32,”≈,6,22,3,0.3,25,52
2018/10/11,45,”≈,10,32,3,0.3,36,59
2018/10/12,74,¡º,37,74,4,0.6,59,71
2018/10/13,109,«·∂»Œ€»æ,82,106,7,1,75,90
2018/10/14,190,÷–∂»Œ€»æ,142,157,6,1.2,77,114
2018/10/15,202,÷ÿ∂»Œ€»æ,152,181,5,1.4,68,55
2018/10/16,83,¡º,61,64,3,1,36,74
2018/10/17,53,¡º,31,45,3,0.6,42,63
2018/10/18,67,¡º,30,50,3,0.6,53,63
2018/10/19,73,¡º,43,59,4,0.7,58,78
2018/10/20,88,¡º,65,79,5,0.9,70,81
2018/10/21,150,«·∂»Œ€»æ,115,128,7,1.4,83,57
2018/10/22,158,÷–∂»Œ€»æ,120,90,5,1.2,58,72
2018/10/23,45,”≈,15,45,3,0.5,35,58
2018/10/24,82,¡º,42,90,4,0.9,65,37
2018/10/25,112,«·∂»Œ€»æ,84,122,10,1.5,75,29
2018/10/26,44,”≈,5,44,2,0.3,11,56
2018/10/27,33,”≈,10,32,4,0.3,26,57
2018/10/28,36,”≈,4,29,2,0.3,11,72
2018/10/29,31,”≈,5,20,3,0.3,21,62
2018/10/30,49,”≈,11,33,3,0.5,39,65
2018/10/31,62,¡º,23,52,5,0.9,49,45
2018/11/1,83,¡º,56,81,7,1,66,60
2018/11/2,152,÷–∂»Œ€»æ,116,126,8,1.5,96,31
2018/11/3,211,÷ÿ∂»Œ€»æ,161,164,8,1.7,89,81
2018/11/4,102,«·∂»Œ€»æ,76,90,3,0.9,48,23
2018/11/5,47,”≈,20,33,2,0.5,37,30
2018/11/6,50,”≈,14,32,3,0.5,40,40
2018/11/7,65,¡º,28,55,4,0.7,52,16
2018/11/8,93,¡º,69,100,7,1.2,73,15
2018/11/9,54,¡º,31,58,3,0.6,41,61
2018/11/10,50,”≈,13,38,3,0.5,40,37
2018/11/11,72,¡º,46,80,5,0.7,57,49
2018/11/12,132,«·∂»Œ€»æ,100,116,7,1.2,75,33
2018/11/13,230,÷ÿ∂»Œ€»æ,180,152,6,1.7,79,33
2018/11/14,270,÷ÿ∂»Œ€»æ,220,185,5,2.3,75,37
2018/11/15,80,¡º,59,22,3,0.9,32,52
2018/11/16,39,”≈,14,33,4,0.5,31,52
2018/11/17,75,¡º,44,76,7,0.9,60,24
2018/11/18,64,¡º,30,77,6,0.7,42,63
2018/11/19,83,¡º,47,92,10,1.2,66,17
2018/11/20,69,¡º,39,87,8,0.9,53,50
2018/11/21,51,¡º,21,51,4,0.5,34,55
2018/11/22,64,¡º,28,64,7,0.7,51,37
2018/11/23,92,¡º,68,102,14,1.4,63,12
2018/11/24,122,«·∂»Œ€»æ,92,112,10,1.2,63,46
2018/11/25,119,«·∂»Œ€»æ,90,112,8,1.4,73,24
2018/11/26,267,÷ÿ∂»Œ€»æ,217,213,12,2.4,105,15
2018/11/27,161,÷–∂»Œ€»æ,48,271,3,0.5,31,61
2018/11/28,115,«·∂»Œ€»æ,56,180,15,1.4,67,14
2018/11/29,101,«·∂»Œ€»æ,57,152,14,1.7,65,17
2018/11/30,122,«·∂»Œ€»æ,92,184,12,1.9,83,16
2018/12/1,180,÷–∂»Œ€»æ,136,207,12,1.9,81,31
2018/12/2,233,÷ÿ∂»Œ€»æ,183,239,7,2.7,85,5
2018/12/3,152,÷–∂»Œ€»æ,61,253,3,0.5,21,57
2018/12/4,61,¡º,16,71,3,0.5,25,58
2018/12/5,76,¡º,38,102,10,1.2,59,8
2018/12/6,37,”≈,8,37,3,0.3,15,57
2018/12/7,38,”≈,6,38,3,0.3,12,56
2018/12/8,36,”≈,11,36,4,0.3,22,60
2018/12/9,73,¡º,41,72,9,1,58,26
2018/12/10,83,¡º,58,89,13,1.2,66,18
2018/12/11,52,¡º,21,54,6,0.5,32,55
2018/12/12,73,¡º,31,65,8,0.9,58,45
2018/12/13,45,”≈,13,39,5,0.5,36,63
2018/12/14,82,¡º,47,74,11,1,65,22
2018/12/15,119,«·∂»Œ€»æ,90,116,14,1.5,84,12
2018/12/16,87,¡º,64,106,8,1.2,59,54
2018/12/17,55,¡º,26,57,6,0.6,44,51
2018/12/18,65,¡º,27,58,6,0.9,52,53
2018/12/19,78,¡º,33,70,8,1,62,23
2018/12/20,94,¡º,53,93,11,1.2,75,10
2018/12/21,92,¡º,68,118,12,1.4,67,43
2018/12/22,66,¡º,33,81,7,0.9,41,53
2018/12/23,52,¡º,13,53,3,0.5,22,58
2018/12/24,78,¡º,51,91,11,1,62,19
2018/12/25,58,¡º,27,65,7,0.7,35,55
2018/12/26,33,”≈,9,26,5,0.5,26,50
2018/12/27,52,¡º,7,53,4,0.3,10,54
2018/12/28,40,”≈,9,40,5,0.5,19,50
2018/12/29,33,”≈,10,28,5,0.5,26,52
2018/12/30,47,”≈,15,32,5,0.5,37,44
2018/12/31,70,¡º,38,58,10,1,56,20
