日期,AQI,质量等级,PM2.5,PM10,二氧化硫,一氧化碳,二氧化氮,臭氧浓度
2022/11/20,69,良,39,87,8,0.9,53,50
2022/11/21,51,良,21,51,4,0.5,34,55
2022/11/22,64,良,28,64,7,0.7,51,37
2022/11/23,92,良,68,102,14,1.4,63,12
2022/11/24,122,轻度污染,92,112,10,1.2,63,46
2022/11/25,119,轻度污染,90,112,8,1.4,73,24
2022/11/26,267,重度污染,217,213,12,2.4,105,15
2022/11/27,161,中度污染,48,271,3,0.5,31,61
2022/11/28,115,轻度污染,56,180,15,1.4,67,14
2022/11/29,101,轻度污染,57,152,14,1.7,65,17
2022/11/30,122,轻度污染,92,184,12,1.9,83,16
2022/12/1,180,中度污染,136,207,12,1.9,81,31
2022/12/2,233,重度污染,183,239,7,2.7,85,5
2022/12/3,152,中度污染,61,253,3,0.5,21,57
2022/12/4,61,良,16,71,3,0.5,25,58
2022/12/5,76,良,38,102,10,1.2,59,8
2022/12/6,37,优,8,37,3,0.3,15,57
2022/12/7,38,优,6,38,3,0.3,12,56
2022/12/8,36,优,11,36,4,0.3,22,60
2022/12/9,73,良,41,72,9,1,58,26
2022/12/10,83,良,58,89,13,1.2,66,18
2022/12/11,52,良,21,54,6,0.5,32,55
2022/12/12,73,良,31,65,8,0.9,58,45
2022/12/13,45,优,13,39,5,0.5,36,63
2022/12/14,82,良,47,74,11,1,65,22
2022/12/15,119,轻度污染,90,116,14,1.5,84,12
2022/12/16,87,良,64,106,8,1.2,59,54
2022/12/17,55,良,26,57,6,0.6,44,51
2022/12/18,65,良,27,58,6,0.9,52,53
2022/12/19,78,良,33,70,8,1,62,23
2022/12/20,94,良,53,93,11,1.2,75,10
2022/12/21,92,良,68,118,12,1.4,67,43
2022/12/22,66,良,33,81,7,0.9,41,53
2022/12/23,52,良,13,53,3,0.5,22,58
2022/12/24,78,良,51,91,11,1,62,19
2022/12/25,58,良,27,65,7,0.7,35,55
2022/12/26,33,优,9,26,5,0.5,26,50
2022/12/27,52,良,7,53,4,0.3,10,54
2022/12/28,40,优,9,40,5,0.5,19,50
2022/12/29,33,优,10,28,5,0.5,26,52
2022/12/30,47,优,15,32,5,0.5,37,44
2022/12/31,70,良,38,58,10,1,56,20
2023/1/1,45,优,28,45,8,0.7,34,47
2023/1/2,78,良,57,75,12,1,56,28
2023/1/3,162,中度污染,123,136,21,1.9,82,12
2023/1/4,40,优,18,40,5,0.5,26,61
2023/1/5,47,优,17,34,7,0.5,37,49
2023/1/6,88,良,64,95,12,1.4,70,13
2023/1/7,55,良,34,54,9,0.9,44,52
2023/1/8,35,优,10,29,4,0.5,28,62
2023/1/9,74,良,41,66,12,0.9,59,26
2023/1/10,100,良,75,113,14,1.5,79,17
2023/1/11,135,轻度污染,103,130,15,1.7,80,21
2023/1/12,267,重度污染,217,212,14,2.7,101,14
2023/1/13,169,中度污染,128,183,6,1.7,64,58
2023/1/14,137,轻度污染,104,143,8,1.7,72,46
2023/1/15,54,良,9,57,4,0.3,18,61
2023/1/16,73,良,38,74,10,0.9,58,37
2023/1/17,78,良,45,77,13,1.2,62,34
2023/1/18,94,良,64,105,15,1.4,75,18
2023/1/19,33,优,11,33,5,0.5,24,59
2023/1/20,33,优,9,29,3,0.3,19,66
2023/1/21,57,良,24,63,6,0.6,44,62
2023/1/22,64,良,28,70,7,0.9,51,54
2023/1/23,60,良,23,53,6,0.7,48,56
2023/1/24,79,良,58,75,12,1.2,53,41
2023/1/25,32,优,10,32,4,0.5,21,61
2023/1/26,44,优,25,40,5,0.6,35,50
2023/1/27,76,良,49,102,9,1,45,67
2023/1/28,56,良,35,61,6,0.6,33,59
2023/1/29,139,轻度污染,106,140,17,1.5,76,24
2023/1/30,63,良,28,75,5,0.6,22,61
2023/1/31,30,优,13,27,5,0.5,20,59
2023/2/1,68,良,42,85,7,0.9,49,54
2023/2/2,142,轻度污染,108,137,8,1.4,55,29
2023/2/3,104,轻度污染,40,157,3,0.4,14,77
2023/2/4,78,良,46,106,6,0.8,27,58
2023/2/5,139,轻度污染,97,227,10,0.9,26,49
2023/2/6,78,良,53,105,14,1.1,22,57
2023/2/7,35,优,8,29,3,0.4,11,69
2023/2/8,46,优,25,46,6,0.5,18,64
2023/2/9,32,优,9,21,4,0.3,13,63
2023/2/10,39,优,27,39,6,0.5,24,52
2023/2/11,51,良,35,51,8,0.7,30,67
2023/2/12,52,良,30,54,7,0.8,25,52
2023/2/13,38,优,23,38,3,0.6,23,69
2023/2/14,72,良,52,60,5,0.9,32,47
2023/2/15,35,优,8,21,3,0.3,10,70
2023/2/16,38,优,8,19,3,0.3,13,75
2023/2/17,36,优,14,25,4,0.4,25,71
2023/2/18,59,良,31,42,7,0.7,47,45
2023/2/19,118,轻度污染,89,89,5,1,37,67
2023/2/20,64,良,46,39,5,0.6,32,74
2023/2/21,129,轻度污染,98,63,5,1.2,53,81
2023/2/22,132,轻度污染,100,85,6,1.3,61,60
2023/2/23,180,中度污染,136,74,9,1.6,66,93
2023/2/24,104,轻度污染,78,41,6,1,49,77
2023/2/25,70,良,51,75,9,1,49,67
2023/2/26,73,良,52,79,10,0.9,58,58
2023/2/27,120,轻度污染,91,106,8,1.1,60,76
2023/2/28,109,轻度污染,82,102,7,1,55,87
2023/3/1,158,中度污染,120,126,8,1.2,62,103
2023/3/2,233,重度污染,183,155,9,1.4,65,131
2023/3/3,213,重度污染,163,160,10,1.4,62,104
2023/3/4,143,轻度污染,109,107,6,1.1,54,91
2023/3/5,114,轻度污染,86,66,5,0.9,42,87
2023/3/6,42,优,8,22,2,0.3,16,84
2023/3/7,48,优,20,44,4,0.5,38,80
2023/3/8,79,良,58,103,9,0.8,59,88
2023/3/9,113,轻度污染,85,121,9,0.8,61,65
2023/3/10,145,轻度污染,111,133,5,1,55,70
2023/3/11,41,优,22,36,3,0.5,24,82
2023/3/12,39,优,4,26,2,0.3,11,77
2023/3/13,39,优,8,29,2,0.3,23,78
2023/3/14,43,优,7,43,3,0.3,23,79
2023/3/15,48,优,11,48,3,0.3,17,79
2023/3/16,56,良,23,61,4,0.5,38,76
2023/3/17,74,良,49,98,7,0.7,51,104
2023/3/18,134,轻度污染,102,144,10,0.9,74,112
2023/3/19,163,中度污染,124,168,9,1,74,130
2023/3/20,85,良,63,101,5,0.7,39,83
2023/3/21,40,优,5,25,2,0.3,11,79
2023/3/22,41,优,7,32,2,0.2,18,82
2023/3/23,41,优,11,33,3,0.3,14,81
2023/3/24,69,良,36,87,6,0.4,44,79
2023/3/25,56,良,21,61,3,0.5,39,94
2023/3/26,85,良,47,120,9,0.8,44,85
2023/3/27,91,良,63,132,7,0.9,52,79
2023/3/28,58,良,24,65,7,0.5,28,61
2023/3/29,71,良,22,92,4,0.4,30,76
2023/3/30,40,优,5,26,3,0.2,9,79
2023/3/31,42,优,8,30,2,0.3,25,83
2023/4/1,45,优,13,40,2,0.4,30,89
2023/4/2,58,良,30,66,6,0.6,40,88
2023/4/3,78,良,57,86,8,0.6,50,128
2023/4/4,90,良,67,124,7,0.6,54,126
2023/4/5,171,中度污染,40,292,3,0.3,25,84
2023/4/6,131,轻度污染,39,212,6,0.5,36,89
2023/4/7,75,良,40,99,8,0.6,40,94
2023/4/8,61,良,29,71,12,0.9,35,83
2023/4/9,39,优,24,39,3,0.5,22,70
2023/4/10,48,优,26,39,3,0.4,28,95
2023/4/11,65,良,47,68,2,0.4,37,105
2023/4/12,85,良,63,86,4,0.6,41,114
2023/4/13,109,轻度污染,82,87,4,0.6,38,92
2023/4/14,57,良,17,63,3,0.3,24,101
2023/4/15,74,良,43,97,6,0.5,42,114
2023/4/16,101,轻度污染,72,109,7,0.6,37,161
2023/4/17,138,轻度污染,105,137,9,1,54,189
2023/4/18,107,轻度污染,38,163,3,0.4,20,91
2023/4/19,61,良,20,72,3,0.4,27,86
2023/4/20,57,良,40,61,2,0.5,43,39
2023/4/21,112,轻度污染,59,174,5,0.8,41,105
2023/4/22,126,轻度污染,94,133,5,0.9,42,188
2023/4/23,124,轻度污染,94,69,2,0.7,30,104
2023/4/24,60,良,43,44,2,0.6,26,57
2023/4/25,49,优,9,21,3,0.2,16,97
2023/4/26,60,良,19,27,3,0.3,18,111
2023/4/27,54,良,38,38,3,0.4,27,79
2023/4/28,65,良,47,37,3,0.5,23,88
2023/4/29,139,轻度污染,106,85,3,0.9,38,126
2023/4/30,74,良,35,98,2,0.4,23,96
2023/5/1,60,良,13,38,3,0.3,28,111
2023/5/2,85,良,23,57,3,0.3,37,141
2023/5/3,108,轻度污染,53,93,7,0.6,44,168
2023/5/4,126,轻度污染,49,84,7,0.5,29,188
2023/5/5,52,良,22,54,2,0.2,15,96
2023/5/6,56,良,19,38,2,0.3,27,107
2023/5/7,65,良,23,52,3,0.3,32,118
2023/5/8,69,良,47,87,5,0.5,47,103
2023/5/9,81,良,37,68,3,0.5,39,137
2023/5/10,124,轻度污染,51,99,6,0.6,48,186
2023/5/11,138,轻度污染,71,97,6,0.8,41,201
2023/5/12,117,轻度污染,88,174,5,0.8,27,94
2023/5/13,60,良,19,69,3,0.3,21,102
2023/5/14,101,轻度污染,54,121,7,0.6,49,161
2023/5/15,134,轻度污染,91,208,10,1.1,49,197
2023/5/16,116,轻度污染,67,141,4,0.7,39,177
2023/5/17,112,轻度污染,81,115,3,0.8,34,173
2023/5/18,54,良,38,41,2,0.6,26,80
2023/5/19,58,良,30,65,3,0.3,15,82
2023/5/20,47,优,12,46,2,0.3,19,93
2023/5/21,61,良,14,39,2,0.4,35,113
2023/5/22,94,良,21,55,2,0.5,52,152
2023/5/23,195,中度污染,27,71,4,0.6,45,260
2023/5/24,130,轻度污染,45,111,6,0.7,54,192
2023/5/25,175,中度污染,49,115,6,0.7,44,240
2023/5/26,64,良,36,77,4,0.8,25,90
2023/5/27,48,优,6,15,3,0.2,14,96
2023/5/28,80,良,12,36,3,0.3,32,135
2023/5/29,144,轻度污染,21,51,3,0.4,33,208
2023/5/30,61,良,20,54,4,0.3,24,113
2023/5/31,60,良,10,33,3,0.3,23,112
2023/6/1,104,轻度污染,30,74,4,0.5,40,164
2023/6/2,141,轻度污染,45,79,4,0.7,38,205
2023/6/3,124,轻度污染,28,55,2,0.5,26,186
2023/6/4,98,良,60,70,7,1.2,26,157
2023/6/5,75,良,47,62,3,0.9,35,129
2023/6/6,73,良,53,54,3,0.9,41,109
2023/6/7,117,轻度污染,62,60,2,0.7,21,178
2023/6/8,80,良,34,47,2,0.5,22,136
2023/6/9,49,优,6,20,3,0.3,17,98
2023/6/10,97,良,29,54,2,0.6,27,156
2023/6/11,175,中度污染,51,62,5,0.9,24,240
2023/6/12,156,中度污染,35,56,7,0.9,27,221
2023/6/13,127,轻度污染,23,43,2,0.6,25,189
2023/6/14,87,良,31,56,3,0.6,33,144
2023/6/15,123,轻度污染,21,52,6,0.7,26,185
2023/6/16,36,优,25,32,3,0.6,23,58
2023/6/17,97,良,51,51,3,0.9,31,156
2023/6/18,186,中度污染,60,65,3,0.8,28,251
2023/6/19,154,中度污染,74,90,6,1.2,21,219
2023/6/20,179,中度污染,61,82,3,0.8,30,244
2023/6/21,101,轻度污染,51,79,6,1,28,161
2023/6/22,117,轻度污染,22,56,2,0.4,32,178
2023/6/23,193,中度污染,40,88,8,0.8,35,258
2023/6/24,166,中度污染,36,74,5,0.7,33,231
2023/6/25,187,中度污染,46,102,7,0.8,30,252
2023/6/26,188,中度污染,43,83,6,0.8,25,253
2023/6/27,170,中度污染,48,76,5,0.8,27,235
2023/6/28,120,轻度污染,27,40,2,0.6,18,181
2023/6/29,55,良,14,28,3,0.4,16,105
2023/6/30,47,优,5,18,3,0.3,14,93
2023/7/1,67,良,10,30,2,0.3,25,120
2023/7/2,110,轻度污染,24,62,2,0.6,34,170
2023/7/3,119,轻度污染,21,38,3,0.5,28,180
2023/7/4,173,中度污染,30,72,4,0.6,39,238
2023/7/5,60,良,27,49,2,0.6,34,112
2023/7/6,33,优,7,14,3,0.3,16,66
2023/7/7,64,良,13,21,2,0.4,17,116
2023/7/8,100,良,25,34,2,0.5,25,159
2023/7/9,50,优,29,49,2,0.6,40,98
2023/7/10,90,良,44,47,3,0.8,25,147
2023/7/11,96,良,28,39,2,0.5,23,155
2023/7/12,144,轻度污染,25,48,2,0.5,25,208
2023/7/13,151,中度污染,55,77,3,0.9,29,216
2023/7/14,117,轻度污染,15,31,2,0.5,17,178
2023/7/15,162,中度污染,53,68,3,0.8,25,227
2023/7/16,101,轻度污染,37,51,3,0.8,28,161
2023/7/17,72,良,52,42,3,0.8,29,69
2023/7/18,130,轻度污染,67,64,2,0.9,25,192
2023/7/19,77,良,56,61,2,0.9,31,110
2023/7/20,80,良,59,59,2,0.8,32,70
2023/7/21,146,轻度污染,64,69,2,0.8,27,210
2023/7/22,104,轻度污染,78,99,2,1.1,45,111
2023/7/23,105,轻度污染,24,28,2,0.6,17,165
2023/7/24,109,轻度污染,33,55,3,0.7,30,169
2023/7/25,130,轻度污染,24,52,3,0.5,31,192
2023/7/26,167,中度污染,40,70,2,0.7,24,232
2023/7/27,167,中度污染,83,86,3,0.9,27,232
2023/7/28,113,轻度污染,55,59,3,0.8,16,174
2023/7/29,43,优,14,13,3,0.5,22,86
2023/7/30,114,轻度污染,27,33,3,0.6,20,175
2023/7/31,142,轻度污染,22,43,3,0.7,27,206
2023/8/1,150,轻度污染,24,54,2,0.7,23,214
2023/8/2,83,良,29,36,5,0.8,21,139
2023/8/3,117,轻度污染,35,44,3,0.7,26,178
2023/8/4,65,良,40,45,3,0.9,28,117
2023/8/5,51,良,30,27,3,0.7,21,101
2023/8/6,91,良,46,47,2,0.7,24,149
2023/8/7,96,良,17,23,3,0.6,21,155
2023/8/8,123,轻度污染,33,46,2,0.7,28,185
2023/8/9,75,良,40,45,2,0.7,23,129
2023/8/10,61,良,23,25,3,0.6,26,113
2023/8/11,28,优,15,20,2,0.6,22,38
2023/8/12,39,优,6,16,2,0.4,15,78
2023/8/13,39,优,5,16,3,0.4,16,78
2023/8/14,44,优,11,28,2,0.5,28,88
2023/8/15,117,轻度污染,15,38,2,0.5,29,178
2023/8/16,39,优,6,18,2,0.3,16,78
2023/8/17,39,优,11,24,2,0.4,26,78
2023/8/18,86,良,15,45,2,0.5,33,143
2023/8/19,132,轻度污染,40,80,3,0.7,36,195
2023/8/20,70,良,51,54,3,0.8,30,88
2023/8/21,46,优,26,27,4,0.6,25,92
2023/8/22,43,优,14,32,3,0.6,34,83
2023/8/23,43,优,10,31,3,0.5,34,80
2023/8/24,100,良,15,43,3,0.5,32,159
2023/8/25,94,良,23,52,2,0.6,30,152
2023/8/26,102,轻度污染,76,90,2,0.9,39,123
2023/8/27,46,优,28,32,2,0.5,31,91
2023/8/28,34,优,4,25,2,0.3,21,67
2023/8/29,36,优,3,15,3,0.3,16,71
2023/8/30,45,优,6,21,2,0.3,20,89
2023/8/31,86,良,12,37,2,0.4,28,143
2023/9/1,100,良,20,51,3,0.4,32,160
2023/9/2,128,轻度污染,26,59,2,0.5,34,190
2023/9/3,178,中度污染,48,83,3,0.7,39,243
2023/9/4,143,轻度污染,52,79,3,0.8,39,207
2023/9/5,149,轻度污染,45,72,2,0.6,34,213
2023/9/6,178,中度污染,49,83,3,0.7,40,243
2023/9/7,150,轻度污染,45,74,3,0.7,36,215
2023/9/8,127,轻度污染,34,72,3,0.6,36,189
2023/9/9,147,轻度污染,65,92,7,1.3,31,211
2023/9/10,33,优,10,11,3,0.5,19,65
2023/9/11,40,优,15,26,5,0.7,32,47
2023/9/12,38,优,20,31,2,0.5,25,75
2023/9/13,35,优,22,23,2,0.5,22,69
2023/9/14,50,优,11,26,3,0.4,27,100
2023/9/15,68,良,27,53,2,0.5,38,121
2023/9/16,61,良,17,44,3,0.5,28,113
2023/9/17,83,良,29,60,3,0.6,30,139
2023/9/18,41,优,6,26,3,0.3,21,82
2023/9/19,56,良,24,61,3,0.5,41,90
2023/9/20,74,良,37,70,3,0.7,41,128
2023/9/21,120,轻度污染,58,78,5,1.1,37,182
2023/9/22,119,轻度污染,77,72,4,1.3,31,180
2023/9/23,51,良,29,40,3,0.6,35,101
2023/9/24,61,良,12,35,3,0.4,28,113
2023/9/25,100,良,23,53,3,0.6,37,160
2023/9/26,127,轻度污染,34,56,2,0.7,35,189
2023/9/27,95,良,51,57,3,0.8,31,154
2023/9/28,127,轻度污染,57,67,2,0.8,32,189
2023/9/29,137,轻度污染,59,76,2,0.9,35,200
2023/9/30,104,轻度污染,71,96,3,0.9,32,164
2023/10/1,70,良,51,79,3,0.8,23,0
2023/10/2,70,良,51,69,3,0.9,24,0
2023/10/3,89,良,56,82,2,0.8,22,146
2023/10/4,27,优,11,27,2,0.4,12,47
2023/10/5,23,优,6,16,2,0.3,18,0
2023/10/6,47,优,23,33,2,0.4,37,0
2023/10/7,54,良,38,52,2,0.6,35,0
2023/10/8,29,优,7,23,3,0.3,22,58
2023/10/9,55,良,31,55,4,0.5,44,69
2023/10/10,67,良,48,44,2,0.5,31,49
2023/10/11,59,良,42,57,4,0.8,45,35
2023/10/12,72,良,28,72,15,1.4,57,14
2023/10/13,55,良,23,51,4,0.9,44,17
2023/10/14,34,优,9,21,2,0.3,27,53
2023/10/15,49,优,16,32,2,0.4,39,46
2023/10/16,58,良,28,44,2,0.5,46,35
2023/10/17,74,良,54,53,2,0.8,51,8
2023/10/18,82,良,60,46,2,0.8,43,58
2023/10/19,163,中度污染,124,86,2,1.2,58,42
2023/10/20,105,轻度污染,79,121,2,0.7,42,60
2023/10/21,55,良,17,54,3,0.5,44,43
2023/10/22,75,良,44,98,3,0.9,60,49
2023/10/23,104,轻度污染,78,120,4,1.1,67,95
2023/10/24,90,良,67,84,2,0.9,52,46
2023/10/25,30,优,8,20,2,0.4,24,55
2023/10/26,59,良,30,54,3,0.6,47,36
2023/10/27,73,良,53,80,3,0.8,58,38
2023/10/28,113,轻度污染,26,175,2,0.3,20,60
2023/10/29,68,良,32,85,4,0.6,54,44
2023/10/30,93,良,54,114,3,0.8,74,28
2023/10/31,74,良,36,84,3,0.9,59,66
2023/11/1,64,良,25,68,6,0.8,51,36
2023/11/2,64,良,29,49,2,0.7,51,13
2023/11/3,48,优,33,48,3,0.6,34,33
2023/11/4,67,良,48,57,2,0.8,44,34
2023/11/5,59,良,42,57,3,0.8,41,40
2023/11/6,73,良,46,71,2,0.7,58,19
2023/11/7,47,优,24,47,3,0.5,37,44
2023/11/8,70,良,39,73,3,0.8,56,26
2023/11/9,112,轻度污染,84,94,3,1,67,21
2023/11/10,67,良,31,84,2,0.4,23,60
2023/11/11,54,良,17,53,2,0.5,43,51
2023/11/12,92,良,50,92,6,0.9,73,18
2023/11/13,55,良,9,59,3,0.2,14,63
2023/11/14,62,良,25,57,5,0.6,49,22
2023/11/15,64,良,35,78,6,0.9,51,17
2023/11/16,65,良,47,80,9,1.3,52,13
2023/11/17,119,轻度污染,52,188,5,0.8,34,54
2023/11/18,74,良,19,98,2,0.3,20,53
2023/11/19,56,良,20,62,2,0.4,32,49
2023/11/20,87,良,61,124,8,0.9,69,15
2023/11/21,119,轻度污染,90,158,9,1.6,78,6
2023/11/22,183,中度污染,138,181,9,2.4,94,5
2023/11/23,175,中度污染,132,137,6,1.6,69,34
2023/11/24,30,优,7,30,3,0.2,11,58
2023/11/25,40,优,13,30,3,0.4,32,29
2023/11/26,73,良,38,72,6,0.8,58,14
2023/11/27,34,优,7,21,3,0.3,27,55
2023/11/28,75,良,39,69,11,1,60,17
2023/11/29,80,良,58,74,7,1,64,7
2023/11/30,72,良,52,39,3,0.7,35,59
2023/12/1,30,优,11,30,4,0.3,17,60
2023/12/2,30,优,10,25,3,0.3,24,52
2023/12/3,48,优,15,43,3,0.5,38,62
2023/12/4,43,优,13,32,3,0.4,34,65
2023/12/5,48,优,21,38,4,0.7,38,56
2023/12/6,73,良,49,67,5,0.9,58,19
2023/12/7,78,良,52,68,4,0.9,62,29
2023/12/8,189,中度污染,142,142,3,1.7,75,5
2023/12/9,233,重度污染,183,183,2,2.1,87,9
2023/12/10,129,轻度污染,98,114,3,1.4,51,56
2023/12/11,29,优,6,15,2,0.3,22,58
2023/12/12,59,良,19,37,4,0.6,47,30
2023/12/13,50,优,21,47,5,0.7,40,58
2023/12/14,57,良,15,28,3,0.5,45,38
2023/12/15,85,良,49,75,10,1.3,68,11
2023/12/16,92,良,68,49,2,1.3,65,7
2023/12/17,28,优,10,18,2,0.3,14,56
2023/12/18,47,优,19,27,2,0.5,37,34
2023/12/19,30,优,11,23,3,0.4,24,53
2023/12/20,60,良,19,34,3,0.6,48,26
2023/12/21,65,良,38,51,4,0.8,52,18
2023/12/22,87,良,63,78,7,1.2,69,18
2023/12/23,67,良,48,57,5,1,42,46
2023/12/24,109,轻度污染,82,76,4,1.3,55,18
2023/12/25,79,良,58,57,4,1,39,51
2023/12/26,47,优,16,47,2,0.5,34,51
2023/12/27,75,良,39,88,4,0.9,60,16
2023/12/28,103,轻度污染,77,118,9,1.6,72,13
2023/12/29,118,轻度污染,89,110,6,1.4,55,55
2023/12/30,35,优,8,35,3,0.3,10,52
2023/12/31,48,优,21,36,5,0.5,38,31
